loan_amnt,int_rate,installment,annual_inc,dti,delinq_2yrs,delinq_amnt,percent_funded
5500,5.42,165.88,240000.0,5.75,0,0,100.0
15000,8.49,473.45,80000.0,7.44,0,0,100.0
25450,21.36,506.97,81000.0,16.89,0,0,73.0844793713163
13000,7.49,260.44,80004.0,9.09,0,0,100.0
28000,18.79,723.11,92000.0,0.33,0,0,100.0
35000,10.99,1145.69,80000.0,16.95,0,0,100.0
2900,16.49,71.28,45600.0,23.74,0,0,100.0
3000,11.99,66.72,9240.0,0.0,0,0,100.0
6925,15.99,243.43,40000.0,21.24,0,0,100.0
3000,5.99,91.26,52000.0,0.48,0,0,100.0
5000,8.49,157.82,90000.0,17.24,0,0,100.0
10000,8.49,315.63,100000.0,9.19,0,0,100.0
5500,7.49,171.06,57000.0,17.03,0,0,100.0
14000,7.49,435.43,66000.0,15.27,0,0,100.0
20000,9.99,346.25,48000.0,25.7,0,0,81.5
10000,17.49,251.17,154800.0,10.83,0,0,100.0
6000,9.99,193.58,78000.0,19.48,0,0,100.0
5100,19.29,133.12,36000.0,0.83,1,0,100.0
6800,10.59,221.31,29120.0,19.29,0,0,100.0
6000,5.42,180.96,89000.0,21.92,0,0,100.0
12000,12.99,272.98,60000.0,26.4,0,0,100.0
14500,11.49,478.09,35000.0,11.35,0,0,100.0
25000,13.99,581.58,72000.0,22.98,0,0,100.0
4800,6.99,148.19,30000.0,14.0,0,0,100.0
25000,18.39,640.16,93048.0,28.19,0,0,100.0
14400,10.59,310.16,60000.0,12.26,0,0,100.0
15000,6.99,463.09,50000.0,19.3,0,0,100.0
14000,7.49,280.47,50000.0,2.4,0,0,100.0
6000,5.99,182.51,50000.0,17.16,0,0,100.0
10500,9.99,338.76,63400.0,10.15,0,0,100.0
20000,16.49,491.59,72000.0,19.7,0,0,100.0
8000,7.49,248.82,45000.0,29.25,0,0,100.0
2000,16.89,71.2,130000.0,0.77,0,0,100.0
3850,9.99,124.22,13273.0,12.3,0,0,100.0
12075,10.59,260.08,60000.0,27.99,0,0,100.0
12000,10.99,392.81,78000.0,18.05,0,0,100.0
5000,11.49,164.86,37000.0,19.2,0,0,100.0
7000,6.99,216.11,25000.0,25.15,0,0,100.0
16000,15.99,389.01,70000.0,17.59,0,0,100.0
20000,10.99,434.75,49000.0,11.36,0,0,100.0
9050,5.99,275.28,30000.0,16.56,0,0,100.0
2500,9.99,80.66,53000.0,14.49,0,0,100.0
4800,10.99,157.13,95000.0,20.97,0,0,100.0
10000,11.49,329.72,80000.0,3.54,0,0,100.0
8000,7.49,248.82,55000.0,17.04,0,0,100.0
2200,11.99,73.07,46080.0,11.43,0,0,100.0
10200,5.42,307.64,110000.0,18.62,0,0,100.0
12000,5.99,365.01,80000.0,12.62,0,0,100.0
17475,10.99,379.87,76900.0,27.43,0,0,100.0
16000,17.99,406.21,220000.0,18.09,0,0,100.0
10400,19.29,271.45,42000.0,16.54,0,0,100.0
14000,11.99,311.36,85000.0,19.3,0,0,100.0
5500,10.99,180.04,20400.0,21.59,0,0,100.0
12000,14.79,284.16,65000.0,24.74,0,0,100.0
3600,15.99,126.55,30000.0,20.0,0,0,100.0
15000,5.42,452.4,135000.0,9.72,0,0,100.0
1600,13.49,54.29,43200.0,9.67,0,0,100.0
4000,7.49,124.41,38000.0,1.58,1,0,100.0
20000,15.23,478.22,40000.0,18.69,0,0,100.0
6000,7.49,186.61,29553.0,8.81,0,0,100.0
11500,15.23,399.95,32000.0,19.8,0,0,100.0
4800,7.49,149.29,80000.0,11.7,0,0,100.0
24000,5.99,730.02,135000.0,8.94,0,0,100.0
6250,12.99,210.56,28800.0,23.67,0,0,100.0
20000,20.62,536.81,65000.0,11.3,0,0,100.0
4000,10.99,130.94,60000.0,4.58,2,0,100.0
18000,10.59,387.7,48000.0,15.03,0,0,100.0
14750,5.42,444.86,56500.0,18.32,0,0,100.0
6800,11.49,224.21,55000.0,16.25,0,0,100.0
6000,14.79,142.08,35000.0,11.86,0,0,100.0
3000,7.49,93.31,42000.0,20.8,0,0,100.0
4800,11.99,106.75,80004.0,9.24,0,0,100.0
25000,17.49,627.93,65000.0,17.34,0,0,100.0
5000,6.99,154.37,45000.0,23.41,0,0,100.0
7000,11.49,230.8,62100.0,12.52,0,0,100.0
12000,5.42,361.92,87278.0,16.0,0,0,100.0
35000,20.99,676.87,185000.0,9.0,0,0,71.5
5825,9.99,187.93,30000.0,21.56,0,0,100.0
2750,11.49,60.47,52800.0,4.45,0,0,100.0
4200,16.49,148.68,30000.0,10.36,0,0,100.0
35000,12.99,634.1,74004.0,11.66,0,0,79.64285714285714
4200,12.99,141.5,50000.0,24.6,0,0,100.0
8400,11.99,278.97,65454.0,10.63,0,0,100.0
20000,10.59,430.78,87252.0,16.82,0,0,100.0
2000,15.62,69.94,52000.0,5.84,0,0,100.0
10000,12.99,336.9,38000.0,23.43,0,0,100.0
17000,10.99,369.54,48000.0,19.1,0,0,100.0
10000,13.99,341.73,62000.0,11.19,2,0,100.0
3500,12.99,117.92,24091.68,21.97,0,0,100.0
3000,10.59,97.64,51684.0,14.86,1,0,100.0
5500,11.99,182.66,83000.0,13.4,1,0,100.0
28500,9.99,605.41,105000.0,26.67,0,0,100.0
35000,13.49,518.76,60000.0,8.8,0,0,64.42857142857143
8975,7.49,179.8,45000.0,22.67,0,0,100.0
16000,11.99,531.36,85000.0,8.64,0,0,100.0
14000,8.49,287.17,108000.0,9.89,0,0,100.0
7000,6.99,216.11,51000.0,7.06,0,0,100.0
15000,8.49,473.45,155004.0,10.58,0,0,100.0
8000,9.99,258.1,14400.0,1.25,0,0,100.0
6000,15.23,208.67,24000.0,6.7,2,0,100.0
14000,12.99,318.48,95800.0,21.68,0,0,100.0
7000,13.99,239.21,115000.0,6.01,0,0,100.0
31325,22.85,880.37,160000.0,19.74,1,0,100.0
5500,15.23,191.28,19200.0,19.25,0,0,100.0
5000,14.79,172.82,35550.0,10.63,0,0,100.0
16000,16.89,396.7,57000.0,13.33,0,0,100.0
12000,9.99,387.15,60000.0,14.5,0,0,100.0
3600,10.99,117.85,21600.0,18.22,0,0,100.0
11750,10.99,384.63,55000.0,10.3,0,0,100.0
8000,15.23,278.23,52500.0,9.51,0,0,100.0
10000,5.42,301.6,53376.0,4.5,0,0,100.0
24000,17.99,609.32,60000.0,15.32,0,0,100.0
20000,18.39,512.13,68000.0,22.27,1,0,100.0
7000,8.49,220.95,37200.0,20.03,0,0,100.0
15000,10.99,491.01,185000.0,10.27,0,0,100.0
6000,6.99,185.24,47000.0,6.49,0,0,100.0
30000,16.49,737.38,52800.0,9.34,0,0,100.0
19600,13.49,450.9,57996.0,14.96,0,0,100.0
4800,13.49,162.87,27000.0,23.56,0,0,100.0
4000,12.99,134.76,40000.0,17.52,0,0,100.0
18000,11.99,400.31,52000.0,8.13,0,0,100.0
5000,7.49,155.51,75000.0,9.06,0,0,100.0
10000,5.42,301.6,150000.0,12.25,0,0,100.0
20000,11.99,444.79,165000.0,8.39,0,0,100.0
9250,8.49,291.96,45000.0,20.13,0,0,100.0
6800,5.42,205.09,70000.0,6.55,0,0,100.0
10000,5.99,304.18,62000.0,12.93,0,0,100.0
3600,7.49,111.97,80004.0,8.16,0,0,100.0
13000,10.99,425.55,92250.0,10.32,1,0,100.0
1800,16.49,63.72,65000.0,2.57,0,0,100.0
13200,19.69,347.45,130000.0,18.39,0,0,100.0
7000,15.62,244.79,120000.0,0.9,1,0,100.0
6400,14.79,221.21,41508.0,5.35,0,0,100.0
20000,18.39,512.13,305000.0,12.0,0,0,100.0
16800,16.49,594.72,85000.0,22.69,0,0,100.0
3350,10.99,109.66,30000.0,15.92,0,0,100.0
7100,6.99,219.2,50400.0,0.14,0,0,100.0
6000,10.99,130.43,72000.0,13.27,0,0,100.0
5000,8.49,157.82,120000.0,6.86,0,0,100.0
1600,9.99,51.62,25000.0,19.02,0,0,100.0
21000,14.79,497.28,55000.0,24.2,0,0,100.0
8000,13.49,271.45,30000.0,14.52,1,0,100.0
19000,20.62,509.97,65000.0,20.55,0,0,100.0
9200,7.49,286.14,29000.0,21.52,0,0,100.0
30000,18.39,594.71,57000.0,14.99,0,0,77.41666666666667
24000,10.99,785.62,147000.0,10.96,0,0,100.0
4600,14.79,158.99,70000.0,23.11,0,0,100.0
13000,5.42,392.08,70000.0,13.53,0,0,100.0
6000,6.99,185.24,59000.0,22.45,0,0,100.0
6400,17.49,160.75,36504.0,9.01,1,0,100.0
24000,18.79,538.46,120000.0,19.89,0,0,86.875
2200,15.99,77.34,15000.0,14.48,0,0,100.0
4000,7.49,124.41,34000.0,10.98,0,0,100.0
7200,11.99,239.11,90000.0,21.15,0,0,100.0
5000,10.59,162.73,53922.0,4.45,0,0,100.0
4700,20.25,125.18,43215.54,3.25,0,0,100.0
4800,14.79,165.91,36000.0,5.23,0,0,100.0
15000,16.89,371.91,209004.0,26.27,0,0,100.0
10000,10.99,217.38,60000.0,28.98,0,0,100.0
12000,18.79,309.91,30000.0,18.0,0,0,100.0
11600,6.99,358.13,70000.0,8.62,0,0,100.0
20000,15.99,486.26,85000.0,20.53,0,0,100.0
9500,15.62,332.22,28000.0,10.67,1,0,100.0
3000,7.49,93.31,32400.0,23.3,0,0,100.0
18000,13.99,615.11,132725.38,17.67,1,0,100.0
25000,7.49,777.55,80000.0,10.28,0,0,100.0
18500,8.49,583.92,115000.0,18.62,0,0,100.0
5000,5.99,152.09,65000.0,10.49,0,0,100.0
30000,19.69,789.66,160000.0,20.5,0,0,100.0
32000,11.99,1062.71,73000.0,20.85,0,0,100.0
4800,13.49,162.87,35000.0,9.53,0,0,100.0
3500,15.23,83.69,40000.0,16.95,1,0,100.0
35000,20.25,932.17,150000.0,4.69,0,0,100.0
8000,7.49,248.82,72000.0,1.48,0,0,100.0
10000,5.42,301.6,55000.0,9.53,0,0,100.0
2000,5.42,60.32,30000.0,3.6,0,0,100.0
9400,16.49,231.05,47000.0,18.56,0,0,100.0
20000,13.99,351.28,159996.0,4.77,1,0,75.5
12000,12.99,404.27,45000.0,5.87,0,0,100.0
26500,10.59,379.62,81000.0,11.19,0,0,66.50943396226415
25000,10.99,543.44,110004.0,3.17,0,0,100.0
12000,5.42,361.92,62000.0,17.11,0,0,100.0
28000,7.49,870.85,400000.0,6.31,0,0,100.0
5000,11.99,166.05,28800.0,13.21,0,0,100.0
16000,7.49,497.63,62000.0,14.15,0,0,100.0
11400,10.99,373.17,58800.0,10.12,0,0,100.0
8000,6.99,246.99,45000.0,4.32,0,0,100.0
8875,15.62,310.36,26124.0,15.39,0,0,100.0
19000,6.99,586.58,48000.0,17.68,0,0,100.0
8000,11.49,263.78,38000.0,24.66,0,0,100.0
15000,10.59,488.18,65000.0,21.16,1,0,100.0
12200,10.99,399.36,33012.0,8.36,0,0,100.0
20000,15.99,486.26,55000.0,12.98,0,0,100.0
7000,11.49,230.8,32000.0,8.36,0,0,100.0
25000,13.99,581.58,120000.0,24.08,0,0,100.0
4200,10.99,137.49,42499.0,11.69,0,0,100.0
4000,5.42,120.64,78386.0,21.34,0,0,100.0
10000,8.49,315.63,50000.0,19.1,1,0,100.0
8000,10.99,261.88,50000.0,14.76,0,0,100.0
10000,11.99,332.1,75996.0,17.95,0,0,100.0
3000,11.49,98.92,43949.0,17.47,0,0,100.0
15000,7.49,466.53,35000.0,14.47,0,0,100.0
22000,6.99,679.2,68804.0,18.85,0,0,100.0
15825,15.62,553.4,116000.0,15.36,0,0,100.0
17000,7.49,340.57,57600.0,14.42,0,0,100.0
4200,7.49,130.63,23520.0,23.88,0,0,100.0
9500,6.99,293.29,50000.0,8.86,0,0,100.0
3250,10.99,106.39,49272.0,9.5,0,0,100.0
2000,8.49,63.13,29000.0,13.45,0,0,100.0
16500,5.42,497.64,130000.0,9.35,0,0,100.0
12000,10.59,258.47,42000.0,0.0,0,0,100.0
9600,5.99,292.01,35360.0,21.69,0,0,100.0
27000,20.25,719.1,72000.0,2.97,0,0,100.0
4800,10.99,157.13,300000.0,11.36,2,0,100.0
25000,16.49,614.48,98000.0,15.82,0,0,100.0
16800,17.99,426.52,64000.0,18.26,0,0,100.0
10000,16.89,355.99,74520.0,20.87,1,0,100.0
11200,5.42,337.8,82000.0,23.14,0,0,100.0
6000,10.59,195.27,42000.0,12.74,0,0,100.0
18200,11.99,604.42,55000.0,10.3,0,0,100.0
15000,12.99,505.34,125000.0,10.34,0,0,100.0
2500,5.99,76.05,28000.0,25.89,0,0,100.0
14400,11.99,478.22,85000.0,13.33,1,0,100.0
7000,10.99,152.17,27000.0,4.4,0,0,100.0
5600,13.49,190.02,120000.0,7.87,1,0,100.0
35000,15.99,850.95,76000.0,0.79,0,0,100.0
9000,11.99,298.89,40000.0,24.45,3,0,100.0
12000,17.49,301.41,65340.0,6.94,0,0,100.0
13600,8.49,278.96,103000.0,24.57,0,0,100.0
8000,6.99,246.99,138000.0,4.03,1,0,100.0
6000,7.49,186.61,35000.0,15.87,0,0,100.0
4500,5.99,136.88,15600.0,10.38,0,0,100.0
12000,5.42,361.92,50000.0,6.43,0,0,100.0
3000,7.49,93.31,50000.0,24.62,0,0,100.0
28000,9.99,594.78,150000.0,5.18,0,0,100.0
18000,6.99,555.71,155000.0,10.68,0,0,100.0
20950,20.99,566.66,46800.0,19.92,0,0,100.0
4000,15.23,139.12,28000.0,23.36,0,0,100.0
15000,11.99,333.6,60000.0,25.66,0,0,100.0
2300,17.49,57.77,35000.0,14.13,2,0,100.0
7500,10.99,245.51,71500.0,0.62,0,0,100.0
35000,22.85,983.66,125000.0,17.77,0,0,100.0
19200,22.85,539.61,80000.0,9.95,1,0,100.0
10000,10.59,215.39,60000.0,19.52,0,0,100.0
9000,11.49,296.75,61000.0,16.17,0,0,100.0
29100,19.29,759.53,45000.0,16.96,0,0,100.0
1500,5.99,45.63,45000.0,19.15,0,0,100.0
24000,21.36,654.16,125000.0,8.37,1,0,100.0
35000,23.22,991.1,120000.0,17.99,0,0,100.0
6000,9.99,193.58,28440.0,8.57,1,0,100.0
8875,5.42,267.67,30000.0,28.68,0,0,100.0
5000,7.49,155.51,24000.0,5.5,1,0,100.0
35000,9.99,1129.19,130000.0,6.28,0,0,100.0
12000,5.99,365.01,80000.0,4.81,0,0,100.0
35000,10.59,1139.08,120000.0,4.83,0,0,100.0
6000,11.49,197.83,50000.0,23.04,0,0,100.0
12250,9.99,395.22,28800.0,16.08,0,0,100.0
6000,13.49,203.59,57000.0,16.27,0,0,100.0
3000,11.49,98.92,34580.0,6.35,0,0,100.0
8650,8.49,273.02,60682.0,7.83,0,0,100.0
20000,20.25,532.67,63000.0,20.7,1,0,100.0
23400,7.49,727.78,66960.0,15.66,0,0,100.0
7000,7.49,217.72,73000.0,19.2,0,0,100.0
20000,11.49,353.46,105000.0,0.0,0,0,80.375
10000,15.62,349.7,115000.0,3.07,0,0,100.0
20000,15.23,478.22,140000.0,19.01,0,0,100.0
20000,11.49,324.87,70000.0,19.66,0,0,73.875
7000,11.49,230.8,72000.0,18.3,0,0,100.0
10000,16.89,355.99,60000.0,9.38,0,0,100.0
5000,5.42,150.8,42000.0,22.4,0,0,100.0
32000,7.49,995.26,170000.0,9.05,0,0,100.0
13200,12.99,444.7,95000.0,23.36,0,0,100.0
6500,10.99,212.78,55000.0,7.27,0,0,100.0
15000,16.49,531.0,58000.0,20.01,0,0,100.0
25000,15.62,874.25,70000.0,22.13,0,0,100.0
8000,5.99,243.34,38000.0,14.53,0,0,100.0
10200,10.59,331.96,38000.0,24.13,0,0,100.0
15000,7.49,466.53,92500.0,7.15,0,0,100.0
18000,10.59,387.7,92000.0,13.96,0,0,100.0
3600,7.49,111.97,70000.0,10.77,0,0,100.0
6400,8.49,202.01,50000.0,18.82,0,0,100.0
1500,5.42,45.24,98400.0,6.72,0,0,100.0
7525,11.49,248.11,50000.0,22.32,1,0,100.0
12000,11.99,398.52,70000.0,14.25,0,0,100.0
12000,12.99,272.98,115000.0,12.82,0,0,100.0
4000,15.99,140.61,51684.36,4.6,0,0,100.0
10000,15.62,349.7,65000.0,23.45,1,0,100.0
19000,9.99,612.99,114000.0,24.35,1,0,100.0
4500,8.49,142.04,26000.0,2.54,0,0,100.0
24000,5.99,730.02,107000.0,7.78,0,0,100.0
3900,14.79,134.8,20400.0,5.88,0,0,100.0
7000,9.99,225.84,28000.0,5.23,1,0,100.0
12600,15.99,306.35,42000.0,19.83,0,0,100.0
1300,5.42,39.21,24000.0,6.7,0,0,100.0
10200,15.99,358.56,170000.0,21.63,0,0,100.0
13000,11.49,212.19,36000.0,18.5,0,0,74.23076923076923
2000,5.42,60.32,35000.0,8.09,0,0,100.0
14000,10.99,458.28,104000.0,22.48,0,0,100.0
3300,5.99,100.38,30000.0,11.04,0,0,100.0
3500,15.62,122.4,62400.0,15.35,0,0,100.0
13600,11.99,451.65,121000.0,12.59,0,0,100.0
25000,11.99,390.86,60000.0,15.6,0,0,70.3
25000,11.49,436.46,117000.0,9.74,1,0,79.4
10000,9.99,322.63,85000.0,12.59,0,0,100.0
14400,13.49,331.27,100000.0,0.64,0,0,100.0
30000,20.62,805.21,85000.0,4.96,3,0,100.0
32400,12.99,737.04,150000.0,4.55,0,0,100.0
28000,11.99,467.59,73000.0,21.21,0,0,75.08928571428571
28000,15.99,984.26,95004.0,15.57,0,0,100.0
10000,11.99,332.1,83000.0,9.27,0,0,100.0
21250,16.49,400.65,64500.0,23.27,0,0,76.70588235294117
15000,12.99,505.34,48500.0,17.1,0,0,100.0
7650,19.29,281.55,39000.0,12.28,0,0,100.0
13150,10.99,191.29,35000.0,22.11,0,0,66.92015209125475
8500,10.59,276.64,49000.0,6.76,0,0,100.0
14400,11.99,320.25,160000.0,6.22,0,0,100.0
2200,13.49,74.65,80000.0,3.27,0,0,100.0
3550,11.49,117.05,10200.0,10.0,0,0,100.0
15000,13.99,348.95,60000.0,5.1,0,0,100.0
11400,10.59,371.02,118000.0,22.57,0,0,100.0
7000,7.49,217.72,60000.0,0.96,0,0,100.0
5375,10.99,175.95,24000.0,20.25,0,0,100.0
1000,5.42,30.16,80400.0,13.51,0,0,100.0
9000,9.99,191.18,146760.0,29.79,0,0,100.0
12800,10.59,416.58,60000.0,9.3,0,0,100.0
18000,10.99,262.48,43000.0,10.97,0,0,67.08333333333333
35000,19.29,1288.1,125000.0,16.57,1,0,100.0
7500,8.49,153.84,70800.0,7.78,0,0,100.0
7950,15.62,278.01,41000.0,22.74,5,0,100.0
6800,11.99,225.83,55000.99,10.67,0,0,100.0
1000,11.99,22.24,56196.0,6.45,0,0,100.0
12000,14.79,284.16,62000.0,18.08,0,0,100.0
10000,5.99,304.18,78000.0,1.14,0,0,100.0
3500,12.99,117.92,38400.0,20.59,0,0,100.0
13200,14.79,312.58,95400.0,18.24,0,0,100.0
6075,8.49,191.75,28800.0,28.75,0,0,100.0
20000,10.99,313.57,162000.0,8.64,0,0,72.125
13200,16.49,324.45,57600.0,10.38,0,0,100.0
2200,15.99,77.34,45500.0,12.58,0,0,100.0
7000,9.99,148.7,69600.0,4.6,0,0,100.0
9000,13.49,305.38,90000.0,10.41,0,0,100.0
21000,18.79,542.33,160000.0,13.93,1,0,100.0
15000,7.49,466.53,66000.0,26.47,0,0,100.0
5500,13.99,187.96,24000.0,16.2,0,0,100.0
4950,13.49,113.88,48000.0,17.85,0,0,100.0
14400,10.99,313.02,70000.0,23.21,0,0,100.0
1000,10.99,32.74,60000.0,14.76,0,0,100.0
12000,15.99,291.76,83004.0,2.79,0,0,100.0
17500,16.49,430.14,35280.0,8.13,0,0,100.0
11200,14.79,387.11,91200.0,16.58,0,0,100.0
3600,14.79,85.25,64668.0,17.68,1,0,100.0
12000,5.42,361.92,46000.0,17.01,0,0,100.0
25000,11.49,352.36,73703.0,27.01,0,0,64.1
8000,11.49,263.78,105600.0,6.78,1,0,100.0
5000,10.59,162.73,90000.0,18.89,0,0,100.0
1000,9.99,32.27,36000.0,8.8,0,0,100.0
30000,15.99,558.59,80000.0,2.64,0,0,76.58333333333333
7200,10.99,235.69,30000.0,20.92,0,0,100.0
28000,11.49,485.38,91000.0,10.87,0,0,78.83928571428571
16000,19.69,421.15,136500.0,13.29,0,0,100.0
20000,11.99,444.79,57000.0,18.55,0,0,100.0
10000,5.99,304.18,144000.0,4.72,0,0,100.0
6000,5.99,182.51,29000.0,12.5,0,0,100.0
2400,11.49,79.14,18000.0,23.6,0,0,100.0
14000,10.59,301.54,82000.0,12.66,0,0,100.0
35000,10.99,1145.69,82000.0,3.25,0,0,100.0
12000,15.99,291.76,74000.0,9.58,0,0,100.0
20500,7.49,637.59,50000.0,15.67,0,0,100.0
16000,10.59,344.62,61000.0,2.56,0,0,100.0
14000,5.99,425.85,180000.0,5.84,0,0,100.0
7200,18.39,184.37,60000.0,6.6,3,0,100.0
1500,18.79,54.83,24000.0,18.65,0,0,100.0
5800,5.99,176.43,24000.0,13.3,0,0,100.0
31000,13.99,524.59,43200.0,13.78,0,0,72.74193548387096
8000,13.49,271.45,50000.0,8.57,0,0,100.0
6000,15.99,210.92,20000.0,13.8,0,0,100.0
6300,11.49,207.72,55000.0,13.75,0,0,100.0
2900,11.49,63.77,63996.0,18.17,0,0,100.0
9175,10.99,300.34,125000.0,19.33,0,0,100.0
8500,5.42,256.36,120000.0,3.07,0,0,100.0
15075,10.99,327.7,54000.0,29.0,0,0,100.0
12000,5.99,365.01,70000.0,12.24,0,0,100.0
10000,5.99,304.18,105000.0,2.91,0,0,100.0
14075,13.99,327.43,65000.0,18.39,0,0,100.0
9000,5.42,271.44,59520.0,14.52,0,0,100.0
12000,6.99,370.48,66500.0,7.45,0,0,100.0
12000,14.79,414.76,25536.0,10.15,0,0,100.0
17000,14.79,402.56,100000.0,9.96,0,0,100.0
6000,15.23,208.67,56000.0,24.06,0,0,100.0
3300,6.99,101.88,40000.0,20.04,0,0,100.0
2800,8.49,88.38,110000.0,0.58,0,0,100.0
3150,15.62,110.16,72000.0,6.32,1,0,100.0
25000,13.49,575.12,90000.0,3.05,0,0,100.0
7000,11.99,232.47,40000.0,18.21,0,0,100.0
2000,9.99,64.53,126000.0,11.22,0,0,100.0
15000,16.49,531.0,60000.0,11.9,0,0,100.0
12000,16.89,297.53,105000.0,19.8,0,0,100.0
6000,7.49,186.61,65000.0,26.66,0,0,100.0
15000,10.59,323.08,100000.0,5.51,0,0,100.0
10000,16.49,245.8,72280.0,2.36,0,0,100.0
35000,12.99,495.34,125000.0,16.75,0,0,62.214285714285715
8500,12.99,286.36,52968.0,10.06,0,0,100.0
12000,16.49,294.96,40000.0,10.47,0,0,100.0
9200,13.99,214.03,35000.0,0.0,0,0,100.0
7500,12.99,252.67,58000.0,17.15,0,0,100.0
9000,10.99,294.61,100000.0,5.32,2,0,100.0
15000,14.79,518.44,66000.0,11.07,0,0,100.0
8000,5.99,243.34,88000.0,0.55,0,0,100.0
14000,12.99,318.48,45000.0,13.49,1,0,100.0
5000,14.79,172.82,32000.0,15.56,0,0,100.0
5000,9.99,161.32,45000.0,6.4,0,0,100.0
14400,14.79,340.99,57000.0,19.84,0,0,100.0
3000,13.49,101.8,30000.0,6.2,2,0,100.0
16000,12.99,363.97,105000.0,9.57,0,0,100.0
12000,10.99,260.85,156000.0,13.38,0,0,100.0
3625,8.49,114.42,19000.0,29.43,0,0,100.0
8000,8.49,252.51,48000.0,12.05,0,0,100.0
11000,8.49,347.2,27852.0,21.33,0,0,100.0
4200,11.99,139.49,29000.0,20.44,0,0,100.0
5400,10.59,116.31,33360.0,1.8,0,0,100.0
2800,7.49,87.09,40000.0,10.38,0,0,100.0
12800,9.99,412.96,83820.0,8.78,0,0,100.0
14125,12.99,475.86,44400.0,22.24,0,0,100.0
16100,18.39,412.26,65000.0,24.07,0,0,100.0
9600,11.99,318.82,94837.0,16.63,0,0,100.0
16000,7.49,320.54,61200.0,5.06,0,0,100.0
13400,9.99,432.32,38000.0,15.76,0,0,100.0
4000,5.99,121.67,30000.0,20.44,0,0,100.0
5000,9.99,161.32,68000.0,21.79,0,0,100.0
6600,16.89,163.64,24000.0,12.45,0,0,100.0
4200,5.42,126.68,84000.0,7.26,0,0,100.0
20000,17.99,507.76,56500.0,24.23,0,0,100.0
12000,15.99,291.76,69000.0,15.06,0,0,100.0
4200,10.59,136.69,59500.0,19.78,0,0,100.0
21200,13.99,487.95,78424.06,9.44,0,0,98.93867924528301
4400,10.59,143.2,55000.0,13.44,0,0,100.0
4000,7.49,124.41,57000.0,26.21,0,0,100.0
12000,5.42,361.92,65000.0,9.12,0,0,100.0
2000,7.49,62.21,55000.0,20.09,0,0,100.0
12000,7.49,373.22,55000.0,15.56,0,0,100.0
18000,11.49,593.49,90000.0,19.03,0,0,100.0
10000,12.99,336.9,34800.0,24.14,0,0,100.0
15000,11.49,329.82,37000.0,7.91,0,0,100.0
5000,10.59,162.73,72000.0,22.72,0,0,100.0
6500,9.99,209.71,26010.0,1.61,0,0,100.0
6000,10.99,196.41,33600.0,6.21,0,0,100.0
8000,9.99,258.1,40000.0,10.08,0,0,100.0
2200,11.49,72.54,18000.0,3.2,0,0,100.0
14125,12.99,475.86,46400.0,9.83,0,0,100.0
4350,5.99,132.32,31200.0,3.12,0,0,100.0
10000,12.99,227.48,82404.0,12.67,0,0,100.0
11200,12.99,377.32,63000.0,14.0,0,0,100.0
10000,15.62,349.7,135000.0,11.13,0,0,100.0
8000,12.99,269.52,75000.0,10.51,1,0,100.0
22400,7.49,696.68,113000.0,10.87,0,0,100.0
2800,12.99,63.7,129996.0,22.35,0,0,100.0
7000,7.49,217.72,45000.0,15.23,0,0,100.0
7200,11.99,239.11,31000.0,17.15,0,0,100.0
2200,11.99,73.07,40000.0,4.17,0,0,100.0
12200,10.99,190.21,64000.0,8.04,0,0,71.72131147540983
35000,16.89,554.76,114000.0,17.93,0,0,63.92857142857143
24000,7.49,746.44,131004.0,7.19,0,0,100.0
35000,11.99,510.96,93600.0,13.26,0,0,65.64285714285714
8000,11.99,265.68,85000.0,10.24,2,0,100.0
7000,7.49,217.72,55000.0,16.95,0,0,100.0
3375,17.99,85.69,21403.44,24.39,2,0,100.0
10000,12.99,227.48,39996.0,20.61,0,0,100.0
13600,10.99,445.19,53400.0,4.13,0,0,100.0
2400,7.49,74.65,62400.0,18.6,0,0,100.0
30000,16.49,1061.99,90000.0,14.64,0,0,100.0
6000,10.59,195.27,32760.0,18.83,0,0,100.0
1250,5.42,37.7,70000.0,19.29,0,0,100.0
25000,7.49,777.55,53148.0,17.05,0,0,100.0
8000,15.23,278.23,52500.0,2.67,0,0,100.0
35000,7.49,1088.56,96000.0,12.64,0,0,100.0
1500,5.42,45.24,60000.0,5.26,0,0,100.0
5400,14.79,127.88,51996.0,11.03,0,0,100.0
4000,19.29,104.41,71000.0,4.68,0,0,100.0
15000,15.99,305.74,80000.0,10.74,0,0,83.83333333333333
19000,17.49,326.52,55000.0,18.44,0,0,68.42105263157895
20000,10.59,430.78,98000.0,2.87,0,0,100.0
8000,5.99,243.34,110000.0,7.96,0,0,100.0
3500,16.89,124.6,60000.0,20.6,1,0,100.0
16000,13.99,324.52,48000.0,19.5,0,0,87.1875
8000,5.99,243.34,32000.0,6.9,0,0,100.0
20000,16.49,380.98,54000.0,19.09,0,0,77.5
2200,7.49,68.43,45000.0,10.98,0,0,100.0
15000,7.49,466.53,35000.0,11.93,0,0,100.0
11500,10.99,220.1,106000.0,19.56,0,0,88.04347826086956
2425,8.49,76.55,36000.0,24.87,0,0,100.0
4000,13.49,135.73,37200.0,15.94,0,0,100.0
4500,7.49,139.96,41500.0,6.71,0,0,100.0
3200,16.49,113.28,60000.0,13.96,0,0,100.0
20000,10.59,290.24,39150.0,29.12,0,0,67.375
4000,7.49,124.41,95000.0,19.89,0,0,100.0
